sequence_id,change_point,confidence
15__02_hotpot_citation__Low-T-Beg,59,0.9500204395275968
15__02_hotpot_citation__Low-T-End,55,0.7752468488358011
15__02_hotpot_citation__Low-T-Mid,69,0.82231682727219
15__02_hotpot_citation__Medium-N-Beg,160,0.8409355999498225
15__02_hotpot_citation__Medium-N-End,98,0.9447593653780368
15__02_hotpot_citation__Medium-N-Mid,164,0.9746927371745837
15__02_hotpot_citation__Medium-P-Beg,247,0.8174598600325249
15__02_hotpot_citation__Medium-P-End,120,0.8414496377747472
15__02_hotpot_citation__Medium-P-Mid,156,0.824018150298742
15__02_hotpot_citation__Medium-T-Beg,206,0.9613138487546575
15__02_hotpot_citation__Medium-T-End,127,0.8118361124300509
15__02_hotpot_citation__Medium-T-Mid,164,0.7300029308074176
15__03_novelhop_multihop__High-N-Beg,57,0.8529017894387118
15__03_novelhop_multihop__High-N-End,83,0.9888541447838015
15__03_novelhop_multihop__High-N-Mid,129,0.9436813614621464
15__03_novelhop_multihop__High-P-Beg,72,0.91410972231401
15__03_novelhop_multihop__High-P-End,229,0.8134901100790511
15__03_novelhop_multihop__High-P-Mid,67,0.9564875665466634
15__03_novelhop_multihop__High-T-Beg,73,0.8763403555108172
15__03_novelhop_multihop__High-T-End,75,0.9018248929082315
15__03_novelhop_multihop__High-T-Mid,88,0.9076685979035962
15__03_novelhop_multihop__Low-N-Beg,187,0.9393683750064012
15__03_novelhop_multihop__Low-N-End,246,0.8458482366369805
15__03_novelhop_multihop__Low-N-Mid,191,0.7042068397511965
15__03_novelhop_multihop__Low-P-Beg,70,0.8736708120950776
15__03_novelhop_multihop__Low-P-End,139,0.8460068067279773
15__03_novelhop_multihop__Low-P-Mid,179,0.9607081396875152
15__03_novelhop_multihop__Low-T-Beg,113,0.7280111095696196
15__03_novelhop_multihop__Low-T-End,227,0.8386358385837275
15__03_novelhop_multihop__Low-T-Mid,57,0.9461692002178208
15__03_novelhop_multihop__Medium-N-Beg,112,0.798530367885408
15__03_novelhop_multihop__Medium-N-End,236,0.9114149140378243
15__03_novelhop_multihop__Medium-N-Mid,176,0.8150153903719695
15__03_novelhop_multihop__Medium-P-Beg,213,0.7798547006105166
15__03_novelhop_multihop__Medium-P-End,147,0.7981771469481814
15__03_novelhop_multihop__Medium-P-Mid,151,0.86427553248445
15__03_novelhop_multihop__Medium-T-Beg,213,0.8159495939465048
15__03_novelhop_multihop__Medium-T-End,149,0.7203565431468325
15__03_novelhop_multihop__Medium-T-Mid,190,0.7513995009612707
15__04_temporal_recency__High-N-Beg,161,0.8505875976790129
15__04_temporal_recency__High-N-End,232,0.907392290920658
15__04_temporal_recency__High-N-Mid,200,0.7928451756754072
15__04_temporal_recency__High-P-Beg,173,0.7461346645864315
15__04_temporal_recency__High-P-End,60,0.9443835026685653
15__04_temporal_recency__High-P-Mid,165,0.7124669975127343
15__04_temporal_recency__High-T-Beg,195,0.857759400145504
15__04_temporal_recency__High-T-End,146,0.8404523929472467
15__04_temporal_recency__High-T-Mid,117,0.9053818916048836
15__04_temporal_recency__Low-N-Beg,106,0.8286852669219635
15__04_temporal_recency__Low-N-End,159,0.7152956929232324
15__04_temporal_recency__Low-N-Mid,216,0.764331813036903
15__04_temporal_recency__Low-P-Beg,204,0.9265348550907282
15__04_temporal_recency__Low-P-End,207,0.9256345275512408
15__04_temporal_recency__Low-P-Mid,158,0.7499164441236952
15__04_temporal_recency__Low-T-Beg,130,0.8668590444054782
15__04_temporal_recency__Low-T-End,79,0.8105258093748184
15__04_temporal_recency__Low-T-Mid,211,0.818642521100989
15__04_temporal_recency__Medium-N-Beg,65,0.9043448994666694
15__04_temporal_recency__Medium-N-End,247,0.917975622309012
15__04_temporal_recency__Medium-N-Mid,238,0.8184186089154899
15__04_temporal_recency__Medium-P-Beg,246,0.72557775437508
15__04_temporal_recency__Medium-P-End,97,0.8397365465012907
15__04_temporal_recency__Medium-P-Mid,160,0.7500745856949942
15__04_temporal_recency__Medium-T-Beg,195,0.9370722884120415
15__04_temporal_recency__Medium-T-End,170,0.8170929321794226
15__04_temporal_recency__Medium-T-Mid,191,0.7637749408452065
15__05_stackmath_numerical__High-N-Beg,93,0.8485407883383512
15__05_stackmath_numerical__High-N-End,94,0.7209862186617908
15__05_stackmath_numerical__High-N-Mid,249,0.7650053919203129
15__05_stackmath_numerical__High-P-Beg,57,0.9336389016502789
15__05_stackmath_numerical__High-P-End,109,0.7486328170020338
15__05_stackmath_numerical__High-P-Mid,166,0.8016651598971664
15__05_stackmath_numerical__High-T-Beg,222,0.8090991331674913
15__05_stackmath_numerical__High-T-End,246,0.9186314317279016
15__05_stackmath_numerical__High-T-Mid,142,0.7942989474316035
15__05_stackmath_numerical__Low-N-Beg,190,0.705513739474835
15__05_stackmath_numerical__Low-N-End,124,0.8924188855156246
15__05_stackmath_numerical__Low-N-Mid,97,0.8642294694194899
15__05_stackmath_numerical__Low-P-Beg,201,0.7696485704987748
15__05_stackmath_numerical__Low-P-End,109,0.7664360050126169
15__05_stackmath_numerical__Low-P-Mid,204,0.9606217450191502
15__05_stackmath_numerical__Low-T-Beg,136,0.9298554171294828
15__05_stackmath_numerical__Low-T-End,218,0.8786267039223714
15__05_stackmath_numerical__Low-T-Mid,219,0.9888681205036637
15__05_stackmath_numerical__Medium-N-Beg,145,0.8755775495814264
15__05_stackmath_numerical__Medium-N-End,211,0.7170490497622953
15__05_stackmath_numerical__Medium-N-Mid,62,0.9587310237088942
15__05_stackmath_numerical__Medium-P-Beg,55,0.8026124306538142
15__05_stackmath_numerical__Medium-P-End,240,0.7887460553698012
15__05_stackmath_numerical__Medium-P-Mid,99,0.8893151630525106
15__05_stackmath_numerical__Medium-T-Beg,208,0.8712108499130196
15__05_stackmath_numerical__Medium-T-End,192,0.7339676869843129
15__05_stackmath_numerical__Medium-T-Mid,215,0.8978775150190565
15__06_policy_compliance__High-N-Beg,183,0.7281167058391271
15__06_policy_compliance__High-N-End,222,0.7393372633045521
15__06_policy_compliance__High-N-Mid,201,0.7455773458199371
15__06_policy_compliance__High-P-Beg,53,0.8391876091895103
15__06_policy_compliance__High-P-End,208,0.7209613802293341
15__06_policy_compliance__High-P-Mid,106,0.974687736132527
15__06_policy_compliance__High-T-Beg,234,0.9287931207452496
15__06_policy_compliance__High-T-End,113,0.7702930055259558
15__06_policy_compliance__High-T-Mid,216,0.8022636418420342
15__06_policy_compliance__Low-N-Beg,180,0.8655288524841755
15__06_policy_compliance__Low-N-End,192,0.7602150459174384
15__06_policy_compliance__Low-N-Mid,232,0.8890505364560876
15__06_policy_compliance__Low-P-Beg,221,0.7477174653293038
15__06_policy_compliance__Low-P-End,175,0.9850759314614868
15__06_policy_compliance__Low-P-Mid,153,0.9860767998368809
15__06_policy_compliance__Low-T-Beg,221,0.9480767731973044
15__06_policy_compliance__Low-T-End,82,0.7206849119645802
15__06_policy_compliance__Low-T-Mid,207,0.933234195304474
15__06_policy_compliance__Medium-N-Beg,159,0.7338786689505034
15__06_policy_compliance__Medium-N-End,191,0.7168473268289781
15__06_policy_compliance__Medium-N-Mid,209,0.8655113327491913
15__06_policy_compliance__Medium-P-Beg,203,0.727144006417368
15__06_policy_compliance__Medium-P-End,82,0.9307462639833789
15__06_policy_compliance__Medium-P-Mid,63,0.9579340950536137
15__06_policy_compliance__Medium-T-Beg,192,0.7443542286838257
15__06_policy_compliance__Medium-T-End,244,0.7951167299446279
15__06_policy_compliance__Medium-T-Mid,66,0.8657184135288143
15__07_expert_legal_med__High-N-Beg,120,0.7283458587940329
15__07_expert_legal_med__High-N-End,75,0.8698071144351487
15__07_expert_legal_med__High-N-Mid,247,0.97748252546388
15__07_expert_legal_med__High-P-Beg,90,0.8278763958586084
15__07_expert_legal_med__High-P-End,134,0.7959601811191288
15__07_expert_legal_med__High-P-Mid,171,0.7244540872710331
15__07_expert_legal_med__High-T-Beg,65,0.7459164479302464
15__07_expert_legal_med__High-T-End,181,0.7259210501491263
15__07_expert_legal_med__High-T-Mid,57,0.7270612537059433
15__07_expert_legal_med__Low-N-Beg,110,0.9645242435772522
15__07_expert_legal_med__Low-N-End,145,0.8888958009589591
15__07_expert_legal_med__Low-N-Mid,78,0.7429836138090135
15__07_expert_legal_med__Low-P-Beg,223,0.9157131292322458
15__07_expert_legal_med__Low-P-End,174,0.7988093663035094
15__07_expert_legal_med__Low-P-Mid,172,0.9426068470762098
15__07_expert_legal_med__Low-T-Beg,82,0.8665488420079979
15__07_expert_legal_med__Low-T-End,172,0.8749189572969743
15__07_expert_legal_med__Low-T-Mid,70,0.8101446697101571
15__07_expert_legal_med__Medium-N-Beg,119,0.8431117642446355
15__07_expert_legal_med__Medium-N-End,63,0.7131870103100535
15__07_expert_legal_med__Medium-N-Mid,60,0.7581981650898465
15__07_expert_legal_med__Medium-P-Beg,120,0.9293995312251613
15__07_expert_legal_med__Medium-P-End,145,0.7637836996463128
15__07_expert_legal_med__Medium-P-Mid,162,0.8482193129980986
15__07_expert_legal_med__Medium-T-Beg,164,0.9508905064778306
15__07_expert_legal_med__Medium-T-End,155,0.9119597832778166
15__07_expert_legal_med__Medium-T-Mid,58,0.9668065818846745
16__02_hotpot_citation__High-N-Beg,74,0.7245235934682244
16__02_hotpot_citation__High-N-End,192,0.9512291280155796
16__02_hotpot_citation__High-N-Mid,238,0.8230037383681355
16__02_hotpot_citation__High-P-Beg,60,0.7950194980772591
16__02_hotpot_citation__High-P-End,92,0.9222431908685453
16__02_hotpot_citation__High-P-Mid,98,0.8400999646065049
16__02_hotpot_citation__High-T-Beg,81,0.7830276506417843
16__02_hotpot_citation__High-T-End,137,0.9269977262224417
16__02_hotpot_citation__High-T-Mid,187,0.8057081726663399
16__02_hotpot_citation__Low-N-Beg,74,0.8883526224905136
16__02_hotpot_citation__Low-N-End,91,0.8070538095709026
16__02_hotpot_citation__Low-N-Mid,148,0.8764787133282502
16__02_hotpot_citation__Low-P-Beg,143,0.7247644036008792
16__02_hotpot_citation__Low-P-End,130,0.864148700797516
16__02_hotpot_citation__Low-P-Mid,141,0.8647769020518895
16__02_hotpot_citation__Low-T-Beg,223,0.7234804967038266
16__02_hotpot_citation__Low-T-End,67,0.9639220643629072
16__02_hotpot_citation__Low-T-Mid,133,0.7982647036613852
16__02_hotpot_citation__Medium-N-Beg,247,0.8775024937720924
16__02_hotpot_citation__Medium-N-End,220,0.9066060862682552
16__02_hotpot_citation__Medium-N-Mid,197,0.74598778021565
16__02_hotpot_citation__Medium-P-Beg,199,0.718125685869566
16__02_hotpot_citation__Medium-P-End,106,0.7145086334557401
16__02_hotpot_citation__Medium-P-Mid,118,0.7993401699983715
16__02_hotpot_citation__Medium-T-Beg,141,0.8746275049723763
16__02_hotpot_citation__Medium-T-End,124,0.7783411453420422
16__02_hotpot_citation__Medium-T-Mid,192,0.7994318413247428
16__03_novelhop_multihop__High-N-Beg,170,0.9555037715880601
16__03_novelhop_multihop__High-N-End,164,0.7657459636229416
16__03_novelhop_multihop__High-N-Mid,166,0.8335329588219398
16__03_novelhop_multihop__High-P-Beg,122,0.7674294010196068
16__03_novelhop_multihop__High-P-End,241,0.9621744555649874
16__03_novelhop_multihop__High-P-Mid,185,0.8731668508897295
16__03_novelhop_multihop__High-T-Beg,244,0.7572303644233818
16__03_novelhop_multihop__High-T-End,214,0.9095036789796385
16__03_novelhop_multihop__High-T-Mid,234,0.9433101618556626
16__03_novelhop_multihop__Low-N-Beg,186,0.9669345525107091
16__03_novelhop_multihop__Low-N-End,94,0.8062630520215726
16__03_novelhop_multihop__Low-N-Mid,134,0.7316910286777069
16__03_novelhop_multihop__Low-P-Beg,243,0.9656329067825092
16__03_novelhop_multihop__Low-P-End,186,0.9246697111910173
16__03_novelhop_multihop__Low-P-Mid,232,0.7460285697485332
16__03_novelhop_multihop__Low-T-Beg,113,0.9309032439799987
16__03_novelhop_multihop__Low-T-End,195,0.8999858083567307
16__03_novelhop_multihop__Low-T-Mid,91,0.900108277555475
16__03_novelhop_multihop__Medium-N-Beg,189,0.8805911901165533
16__03_novelhop_multihop__Medium-N-End,233,0.7651186157957446
16__03_novelhop_multihop__Medium-N-Mid,100,0.7559814237935922
16__03_novelhop_multihop__Medium-P-Beg,171,0.7340931821283663
16__03_novelhop_multihop__Medium-P-End,128,0.7211362202022984
16__03_novelhop_multihop__Medium-P-Mid,106,0.8344071597487946
16__03_novelhop_multihop__Medium-T-Beg,141,0.8262791676130126
16__03_novelhop_multihop__Medium-T-End,151,0.9486067537334159
16__03_novelhop_multihop__Medium-T-Mid,153,0.8438896457783491
16__04_temporal_recency__High-N-Beg,70,0.8496683938000684
16__04_temporal_recency__High-N-End,212,0.7262698702070852
16__04_temporal_recency__High-N-Mid,134,0.7759507249276985
16__04_temporal_recency__High-P-Beg,140,0.7006898783759412
16__04_temporal_recency__High-P-End,141,0.8847981462792396
16__04_temporal_recency__High-P-Mid,93,0.8795222139149003
16__04_temporal_recency__High-T-Beg,82,0.823015404191577
16__04_temporal_recency__High-T-End,102,0.9372308179377264
16__04_temporal_recency__High-T-Mid,242,0.9189730382081154
16__04_temporal_recency__Low-N-Beg,85,0.8222395217034592
16__04_temporal_recency__Low-N-End,139,0.9593760291897763
16__04_temporal_recency__Low-N-Mid,120,0.9495768996820881
16__04_temporal_recency__Low-P-Beg,128,0.7241592685753621
16__04_temporal_recency__Low-P-End,105,0.7902801394541339
16__04_temporal_recency__Low-P-Mid,224,0.9386453524317555
16__04_temporal_recency__Low-T-Beg,220,0.9509637166632038
16__04_temporal_recency__Low-T-End,109,0.8016480721172323
16__04_temporal_recency__Low-T-Mid,181,0.753741151535316
16__04_temporal_recency__Medium-N-Beg,53,0.8819144074826485
16__04_temporal_recency__Medium-N-End,200,0.7916061557860904
16__04_temporal_recency__Medium-N-Mid,121,0.7127328552669594
16__04_temporal_recency__Medium-P-Beg,119,0.7459041745513874
16__04_temporal_recency__Medium-P-End,135,0.8657136092473542
16__04_temporal_recency__Medium-P-Mid,136,0.989224485737322
16__04_temporal_recency__Medium-T-Beg,98,0.8664892813258538
16__04_temporal_recency__Medium-T-End,137,0.9407750017976588
16__04_temporal_recency__Medium-T-Mid,224,0.8357875746800945
16__05_stackmath_numerical__High-N-Beg,238,0.9645428578376516
16__05_stackmath_numerical__High-N-End,89,0.938078211719608
16__05_stackmath_numerical__High-N-Mid,155,0.9150713486482157
16__05_stackmath_numerical__High-P-Beg,86,0.8747932777232265
16__05_stackmath_numerical__High-P-End,124,0.9307448058823462
16__05_stackmath_numerical__High-P-Mid,93,0.9010303121639927
16__05_stackmath_numerical__High-T-Beg,129,0.9817327091376071
16__05_stackmath_numerical__High-T-End,77,0.7501113554376614
16__05_stackmath_numerical__High-T-Mid,145,0.8661631305263536
16__05_stackmath_numerical__Low-N-Beg,92,0.9289111935400337
16__05_stackmath_numerical__Low-N-End,134,0.8345782990821449
16__05_stackmath_numerical__Low-N-Mid,59,0.8107532895244038
16__05_stackmath_numerical__Low-P-Beg,186,0.9055679959523321
16__05_stackmath_numerical__Low-P-End,112,0.8529524248657621
16__05_stackmath_numerical__Low-P-Mid,82,0.7730302257037733
16__05_stackmath_numerical__Low-T-Beg,192,0.8856805684237299
16__05_stackmath_numerical__Low-T-End,226,0.9838603245983186
16__05_stackmath_numerical__Low-T-Mid,245,0.9833316433963114
16__05_stackmath_numerical__Medium-N-Beg,126,0.7947712824265745
16__05_stackmath_numerical__Medium-N-End,87,0.9635612573429385
16__05_stackmath_numerical__Medium-N-Mid,183,0.9845398067293558
16__05_stackmath_numerical__Medium-P-Beg,205,0.8252196907557792
16__05_stackmath_numerical__Medium-P-End,88,0.8904430655403911
16__05_stackmath_numerical__Medium-P-Mid,238,0.8468174787323
16__05_stackmath_numerical__Medium-T-Beg,199,0.8681700511915516
16__05_stackmath_numerical__Medium-T-End,58,0.70408346218608
16__05_stackmath_numerical__Medium-T-Mid,214,0.9584904345496728
16__06_policy_compliance__High-N-Beg,113,0.7468730107935717
16__06_policy_compliance__High-N-End,214,0.9027568218332708
16__06_policy_compliance__High-N-Mid,238,0.9849729130634682
16__06_policy_compliance__High-P-Beg,95,0.7978709293235714
16__06_policy_compliance__High-P-End,213,0.905076078030709
16__06_policy_compliance__High-P-Mid,243,0.8814690204783701
16__06_policy_compliance__High-T-Beg,118,0.7125136900261247
16__06_policy_compliance__High-T-End,125,0.8228212187202869
16__06_policy_compliance__High-T-Mid,120,0.7187372199869295
16__06_policy_compliance__Low-N-Beg,231,0.7210501995042914
16__06_policy_compliance__Low-N-End,231,0.822849756089576
16__06_policy_compliance__Low-N-Mid,193,0.9820659491476598
16__06_policy_compliance__Low-P-Beg,192,0.8825936243213748
16__06_policy_compliance__Low-P-End,204,0.7053960912712721
16__06_policy_compliance__Low-P-Mid,227,0.9359189081824835
16__06_policy_compliance__Low-T-Beg,171,0.7725568823624434
16__06_policy_compliance__Low-T-End,221,0.9196782965255641
16__06_policy_compliance__Low-T-Mid,227,0.7098010939710182
16__06_policy_compliance__Medium-N-Beg,57,0.8406002337711873
16__06_policy_compliance__Medium-N-End,192,0.8573614373756322
16__06_policy_compliance__Medium-N-Mid,247,0.9499278775521703
16__06_policy_compliance__Medium-P-Beg,173,0.7608354348825546
16__06_policy_compliance__Medium-P-End,228,0.9648316696012431
16__06_policy_compliance__Medium-P-Mid,101,0.7742188096001719
16__06_policy_compliance__Medium-T-Beg,66,0.8618020698690391
16__06_policy_compliance__Medium-T-End,200,0.814977975861122
16__06_policy_compliance__Medium-T-Mid,145,0.7832011221911115
16__07_expert_legal_med__High-N-Beg,99,0.7958319531180551
16__07_expert_legal_med__High-N-End,196,0.7978428974433733
16__07_expert_legal_med__High-N-Mid,155,0.7182878710546345
16__07_expert_legal_med__High-P-Beg,174,0.9251621398478457
16__07_expert_legal_med__High-P-End,152,0.8110298183402447
16__07_expert_legal_med__High-P-Mid,243,0.8599657907108657
16__07_expert_legal_med__High-T-Beg,77,0.8074689261881753
16__07_expert_legal_med__High-T-End,213,0.8357023825947382
16__07_expert_legal_med__High-T-Mid,162,0.8585993911997758
16__07_expert_legal_med__Low-N-Beg,129,0.7369829380133281
16__07_expert_legal_med__Low-N-End,244,0.7488415913962334
16__07_expert_legal_med__Low-N-Mid,202,0.7997130311085036
16__07_expert_legal_med__Low-P-Beg,213,0.7602325478411673
16__07_expert_legal_med__Low-P-End,133,0.9664896319905942
16__07_expert_legal_med__Low-P-Mid,179,0.8516591752603383
16__07_expert_legal_med__Low-T-Beg,180,0.7074483088312591
16__07_expert_legal_med__Low-T-End,171,0.825200156702556
16__07_expert_legal_med__Low-T-Mid,125,0.755716267053005
16__07_expert_legal_med__Medium-N-Beg,220,0.7191006920342088
16__07_expert_legal_med__Medium-N-End,234,0.9859583802127692
16__07_expert_legal_med__Medium-N-Mid,119,0.8532608095949663
16__07_expert_legal_med__Medium-P-Beg,190,0.9644210204739838
16__07_expert_legal_med__Medium-P-End,70,0.7207737516723884
16__07_expert_legal_med__Medium-P-Mid,121,0.8794543682419961
16__07_expert_legal_med__Medium-T-Beg,152,0.895701674628862
16__07_expert_legal_med__Medium-T-End,113,0.9160349548083873
16__07_expert_legal_med__Medium-T-Mid,127,0.7037067452984723
17__02_hotpot_citation__High-N-Beg,173,0.7968249416656905
17__02_hotpot_citation__High-N-End,150,0.7236726221823027
17__02_hotpot_citation__High-N-Mid,246,0.9112839425397784
17__02_hotpot_citation__High-P-Beg,127,0.886101408527425
17__02_hotpot_citation__High-P-End,181,0.8162493651633916
17__02_hotpot_citation__High-P-Mid,228,0.9622670295802718
17__02_hotpot_citation__High-T-Beg,108,0.7716466949032896
17__02_hotpot_citation__High-T-End,179,0.7870700052965053
17__02_hotpot_citation__High-T-Mid,89,0.7448974004973927
17__02_hotpot_citation__Low-N-Beg,201,0.9056021256505333
17__02_hotpot_citation__Low-N-End,166,0.718489619142047
17__02_hotpot_citation__Low-N-Mid,160,0.8864453603246241
17__02_hotpot_citation__Low-P-Beg,79,0.7282148674927503
17__02_hotpot_citation__Low-P-End,146,0.7976918990393922
17__02_hotpot_citation__Low-P-Mid,199,0.9182983749845428
17__02_hotpot_citation__Low-T-Beg,68,0.937700825697012
17__02_hotpot_citation__Low-T-End,64,0.9173031841129755
17__02_hotpot_citation__Low-T-Mid,61,0.9084608897304035
17__02_hotpot_citation__Medium-N-Beg,186,0.785368541009374
17__02_hotpot_citation__Medium-N-End,168,0.9252372102424783
17__02_hotpot_citation__Medium-N-Mid,217,0.886557797955024
17__02_hotpot_citation__Medium-P-Beg,96,0.7005132497564031
17__02_hotpot_citation__Medium-P-End,149,0.820252158252905
17__02_hotpot_citation__Medium-P-Mid,178,0.967055731350754
17__02_hotpot_citation__Medium-T-Beg,204,0.8121622825103942
17__02_hotpot_citation__Medium-T-End,235,0.9349157306328189
17__02_hotpot_citation__Medium-T-Mid,106,0.7819558077359892
17__03_novelhop_multihop__High-N-Beg,151,0.8945833181086063
17__03_novelhop_multihop__High-N-End,90,0.9832207417948322
17__03_novelhop_multihop__High-N-Mid,66,0.7251254297200722
17__03_novelhop_multihop__High-P-Beg,128,0.8710327085660284
17__03_novelhop_multihop__High-P-End,74,0.9821655614848103
17__03_novelhop_multihop__High-P-Mid,182,0.801314665832967
17__03_novelhop_multihop__High-T-Beg,190,0.8853125294623815
17__03_novelhop_multihop__High-T-End,84,0.8736323790332148
17__03_novelhop_multihop__High-T-Mid,59,0.9640323703460258
17__03_novelhop_multihop__Low-N-Beg,126,0.9879111304595883
17__03_novelhop_multihop__Low-N-End,85,0.85017933738239
17__03_novelhop_multihop__Low-N-Mid,150,0.7037319693538292
17__03_novelhop_multihop__Low-P-Beg,109,0.8166364657123625
17__03_novelhop_multihop__Low-P-End,126,0.7883276499054559
17__03_novelhop_multihop__Low-P-Mid,144,0.8427635532988837
17__03_novelhop_multihop__Low-T-Beg,110,0.7581625577498337
17__03_novelhop_multihop__Low-T-End,68,0.8148226945062155
17__03_novelhop_multihop__Low-T-Mid,220,0.91232492056086
17__03_novelhop_multihop__Medium-N-Beg,192,0.9774780329698844
17__03_novelhop_multihop__Medium-N-End,66,0.7373472768502591
17__03_novelhop_multihop__Medium-N-Mid,229,0.8920091126658014
17__03_novelhop_multihop__Medium-P-Beg,62,0.7391599118362254
17__03_novelhop_multihop__Medium-P-End,214,0.9541338702960962
17__03_novelhop_multihop__Medium-P-Mid,178,0.8888946874154805
17__03_novelhop_multihop__Medium-T-Beg,132,0.9855618111935238
17__03_novelhop_multihop__Medium-T-End,52,0.7423858243591626
17__03_novelhop_multihop__Medium-T-Mid,117,0.9048330588010446
17__04_temporal_recency__High-N-Beg,74,0.7791467771812748
17__04_temporal_recency__High-N-End,203,0.773267005701436
17__04_temporal_recency__High-N-Mid,209,0.8789429009491321
17__04_temporal_recency__High-P-Beg,96,0.8233337552101153
17__04_temporal_recency__High-P-End,127,0.8122920051473917
17__04_temporal_recency__High-P-Mid,98,0.7511258622554363
17__04_temporal_recency__High-T-Beg,97,0.9101457678206679
17__04_temporal_recency__High-T-End,142,0.9578352870927241
17__04_temporal_recency__High-T-Mid,158,0.813832832774317
17__04_temporal_recency__Low-N-Beg,82,0.9265801375548215
17__04_temporal_recency__Low-N-End,191,0.7808051547927827
17__04_temporal_recency__Low-N-Mid,235,0.9851553454300099
17__04_temporal_recency__Low-P-Beg,84,0.982665565162115
17__04_temporal_recency__Low-P-End,123,0.9461006342435354
17__04_temporal_recency__Low-P-Mid,57,0.9250354576582215
17__04_temporal_recency__Low-T-Beg,204,0.9003365452861483
17__04_temporal_recency__Low-T-End,64,0.811252728856552
17__04_temporal_recency__Low-T-Mid,240,0.7037629377140602
17__04_temporal_recency__Medium-N-Beg,180,0.7822648634693796
17__04_temporal_recency__Medium-N-End,214,0.7871879346415214
17__04_temporal_recency__Medium-N-Mid,236,0.7030533209279125
17__04_temporal_recency__Medium-P-Beg,149,0.9765433934717825
17__04_temporal_recency__Medium-P-End,105,0.9601489135059024
17__04_temporal_recency__Medium-P-Mid,130,0.847067550285888
17__04_temporal_recency__Medium-T-Beg,148,0.7713513816150902
17__04_temporal_recency__Medium-T-End,158,0.9560793431162148
17__04_temporal_recency__Medium-T-Mid,80,0.8679726681542828
17__05_stackmath_numerical__High-N-Beg,230,0.908507885436717
17__05_stackmath_numerical__High-N-End,199,0.7414875493175233
17__05_stackmath_numerical__High-N-Mid,238,0.7734862548902648
17__05_stackmath_numerical__High-P-Beg,159,0.8530332229859174
17__05_stackmath_numerical__High-P-End,98,0.9090270155679865
17__05_stackmath_numerical__High-P-Mid,237,0.7741354466328824
17__05_stackmath_numerical__High-T-Beg,81,0.9043892013979928
17__05_stackmath_numerical__High-T-End,79,0.780236127751113
17__05_stackmath_numerical__High-T-Mid,233,0.7768367516802753
17__05_stackmath_numerical__Low-N-Beg,114,0.9842652160456957
17__05_stackmath_numerical__Low-N-End,183,0.9434072983494743
17__05_stackmath_numerical__Low-N-Mid,191,0.8850646595266067
17__05_stackmath_numerical__Low-P-Beg,69,0.7445652536637393
17__05_stackmath_numerical__Low-P-End,237,0.734147720407555
17__05_stackmath_numerical__Low-P-Mid,164,0.8081741267462902
17__05_stackmath_numerical__Low-T-Beg,114,0.7977236201295861
17__05_stackmath_numerical__Low-T-End,243,0.807562287324694
17__05_stackmath_numerical__Low-T-Mid,70,0.9291392119580935
17__05_stackmath_numerical__Medium-N-Beg,160,0.7108163844474656
17__05_stackmath_numerical__Medium-N-End,129,0.8140602308373099
17__05_stackmath_numerical__Medium-N-Mid,128,0.7546981413167523
17__05_stackmath_numerical__Medium-P-Beg,76,0.710458018856171
17__05_stackmath_numerical__Medium-P-End,134,0.7719319633498193
17__05_stackmath_numerical__Medium-P-Mid,149,0.7465217824784072
17__05_stackmath_numerical__Medium-T-Beg,90,0.9628962377523849
17__05_stackmath_numerical__Medium-T-End,66,0.98067350169013
17__05_stackmath_numerical__Medium-T-Mid,236,0.720203725209167
17__06_policy_compliance__High-N-Beg,198,0.7769989463716311
17__06_policy_compliance__High-N-End,167,0.7723914873369064
17__06_policy_compliance__High-N-Mid,222,0.9326813379539263
17__06_policy_compliance__High-P-Beg,108,0.9240823290920954
17__06_policy_compliance__High-P-End,82,0.8742968992618056
17__06_policy_compliance__High-P-Mid,185,0.785356763965225
17__06_policy_compliance__High-T-Beg,181,0.9552360759336387
17__06_policy_compliance__High-T-End,133,0.892877467015645
17__06_policy_compliance__High-T-Mid,127,0.7196389664005703
17__06_policy_compliance__Low-N-Beg,128,0.9353610963145488
17__06_policy_compliance__Low-N-End,219,0.9178285096828241
17__06_policy_compliance__Low-N-Mid,216,0.9335070431574823
17__06_policy_compliance__Low-P-Beg,71,0.9438710495310592
17__06_policy_compliance__Low-P-End,222,0.8944145185648569
17__06_policy_compliance__Low-P-Mid,207,0.8414479991451077
17__06_policy_compliance__Low-T-Beg,140,0.7234818245079483
17__06_policy_compliance__Low-T-End,229,0.8192321964373739
17__06_policy_compliance__Low-T-Mid,226,0.9013170806292661
17__06_policy_compliance__Medium-N-Beg,121,0.9194995829991861
17__06_policy_compliance__Medium-N-End,107,0.890483654312718
17__06_policy_compliance__Medium-N-Mid,233,0.8420784071146891
17__06_policy_compliance__Medium-P-Beg,95,0.7304020482740048
17__06_policy_compliance__Medium-P-End,66,0.7849102024095396
17__06_policy_compliance__Medium-P-Mid,243,0.8802255320326963
17__06_policy_compliance__Medium-T-Beg,228,0.9283061533515864
17__06_policy_compliance__Medium-T-End,89,0.829022653099542
17__06_policy_compliance__Medium-T-Mid,117,0.8796737569917765
17__07_expert_legal_med__High-N-Beg,81,0.868865297320252
17__07_expert_legal_med__High-N-End,154,0.8933877500203564
17__07_expert_legal_med__High-N-Mid,201,0.890535865030468
17__07_expert_legal_med__High-P-Beg,184,0.743819950084275
